1,"('length_of_stay', 0.003236245954692557)","('race', 0.9967637540453075)"
2,"('c_charge_degree_F', 0.1423948220064725)","('c_charge_degree_M', 0.10679611650485436)","('length_of_stay', 0.008090614886731391)","('race', 0.003236245954692557)","('sex_Female', 0.1941747572815534)","('sex_Male', 0.18932038834951456)","('two_year_recid', 0.11165048543689321)","('unrelated_column_one', 0.11003236245954692)","('unrelated_column_two', 0.1343042071197411)"
3,"('c_charge_degree_F', 0.10355987055016182)","('c_charge_degree_M', 0.13915857605177995)","('length_of_stay', 0.009708737864077669)","('priors_count', 0.003236245954692557)","('sex_Female', 0.16181229773462782)","('sex_Male', 0.156957928802589)","('two_year_recid', 0.12944983818770225)","('unrelated_column_one', 0.1423948220064725)","('unrelated_column_two', 0.15372168284789645)"
