1,"('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.88)","('JobClassIsSkilled', 0.02)","('LoanRateAsPercentOfIncome', 0.04)","('MissedPayments', 0.01)","('RentsHouse', 0.02)","('Single', 0.02)"
2,"('CheckingAccountBalance_lt_0', 0.03)","('Gender', 0.07)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.05)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.26)","('MissedPayments', 0.04)","('Nothing shown', 0.02)","('OwnsHouse', 0.12)","('RentsHouse', 0.07)","('Single', 0.2)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.02)"
3,"('Age', 0.07)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.01)","('HasTelephone', 0.07)","('JobClassIsSkilled', 0.15)","('LoanAmount', 0.02)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.03)","('MissedPayments', 0.07)","('Nothing shown', 0.05)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.16)","('RentsHouse', 0.01)","('Single', 0.21)","('YearsAtCurrentHome', 0.04)","('YearsAtCurrentJob_geq_4', 0.04)","('YearsAtCurrentJob_lt_1', 0.02)"
