1,"('Gender', 0.78)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.19)","('SavingsAccountBalance_lt_100', 0.02)"
2,"('Age', 0.05)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.02)","('Gender', 0.17)","('HasTelephone', 0.01)","('LoanAmount', 0.04)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.58)","('OwnsHouse', 0.01)","('SavingsAccountBalance_lt_100', 0.03)","('Single', 0.05)","('YearsAtCurrentHome', 0.01)","('YearsAtCurrentJob_lt_1', 0.01)"
3,"('Age', 0.05)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.01)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.02)","('LoanAmount', 0.05)","('LoanDuration', 0.06)","('LoanRateAsPercentOfIncome', 0.15)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance_geq_500', 0.02)","('SavingsAccountBalance_lt_100', 0.02)","('Single', 0.52)","('YearsAtCurrentJob_geq_1_lt_4', 0.04)","('YearsAtCurrentJob_lt_1', 0.01)"
