1,"('Age', 0.01)","('CheckingAccountBalance_geq_0_lt_200', 0.02)","('CheckingAccountBalance_lt_0', 0.03)","('Gender', 0.28)","('JobClassIsSkilled', 0.06)","('LoanAmount', 0.04)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.21)","('MissedPayments', 0.03)","('NumberOfLiableIndividuals', 0.01)","('OwnsHouse', 0.1)","('Single', 0.14)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob_geq_1_lt_4', 0.02)"
2,"('Age', 0.07)","('CheckingAccountBalance_geq_0_lt_200', 0.03)","('CheckingAccountBalance_lt_0', 0.05)","('Gender', 0.01)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.09)","('LoanAmount', 0.04)","('LoanDuration', 0.04)","('LoanRateAsPercentOfIncome', 0.2)","('MissedPayments', 0.02)","('NumberOfLiableIndividuals', 0.02)","('OwnsHouse', 0.01)","('RentsHouse', 0.01)","('Single', 0.24)","('YearsAtCurrentHome', 0.14)"
3,"('Age', 0.12)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.02)","('CriticalAccountOrLoansElsewhere', 0.01)","('HasTelephone', 0.08)","('JobClassIsSkilled', 0.03)","('LoanAmount', 0.04)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.1)","('MissedPayments', 0.01)","('NumberOfLiableIndividuals', 0.04)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('OwnsHouse', 0.1)","('SavingsAccountBalance_geq_500', 0.01)","('Single', 0.14)","('YearsAtCurrentHome', 0.21)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_geq_4', 0.02)"
