1,"('Age', 0.03)","('Gender', 0.65)","('HasTelephone', 0.02)","('LoanAmount', 0.01)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.2)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance_lt_100', 0.02)","('Single', 0.02)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)"
2,"('Age', 0.04)","('CheckingAccountBalance_geq_0_lt_200', 0.03)","('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.21)","('HasTelephone', 0.01)","('LoanAmount', 0.07)","('LoanDuration', 0.05)","('LoanRateAsPercentOfIncome', 0.37)","('OwnsHouse', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance_geq_500', 0.01)","('SavingsAccountBalance_lt_100', 0.04)","('Single', 0.09)","('YearsAtCurrentHome', 0.01)","('YearsAtCurrentJob_geq_1_lt_4', 0.03)","('YearsAtCurrentJob_lt_1', 0.01)"
3,"('Age', 0.1)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.02)","('Gender', 0.05)","('HasTelephone', 0.01)","('LoanAmount', 0.21)","('LoanDuration', 0.05)","('LoanRateAsPercentOfIncome', 0.03)","('NumberOfLiableIndividuals', 0.03)","('OwnsHouse', 0.04)","('RentsHouse', 0.02)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('SavingsAccountBalance_geq_500', 0.02)","('SavingsAccountBalance_lt_100', 0.01)","('Single', 0.25)","('Unemployed', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob_geq_1_lt_4', 0.05)","('YearsAtCurrentJob_geq_4', 0.01)","('YearsAtCurrentJob_lt_1', 0.02)"
