1,"('Age', 0.05)","('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.26)","('HasTelephone', 0.08)","('LoanAmount', 0.06)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.34)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.03)","('SavingsAccountBalance_lt_100', 0.06)","('Single', 0.01)","('YearsAtCurrentJob_geq_1_lt_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.05)"
2,"('Age', 0.04)","('CheckingAccountBalance_geq_0_lt_200', 0.02)","('CheckingAccountBalance_lt_0', 0.02)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.03)","('HasCoapplicant', 0.01)","('HasTelephone', 0.14)","('JobClassIsSkilled', 0.04)","('LoanAmount', 0.22)","('LoanDuration', 0.04)","('LoanRateAsPercentOfIncome', 0.13)","('NumberOfLiableIndividuals', 0.03)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.03)","('OwnsHouse', 0.02)","('SavingsAccountBalance_geq_500', 0.05)","('SavingsAccountBalance_lt_100', 0.02)","('Single', 0.05)","('YearsAtCurrentHome', 0.02)","('YearsAtCurrentJob_geq_1_lt_4', 0.04)","('YearsAtCurrentJob_lt_1', 0.03)"
3,"('Age', 0.12)","('CheckingAccountBalance_geq_0_lt_200', 0.03)","('CheckingAccountBalance_lt_0', 0.02)","('CriticalAccountOrLoansElsewhere', 0.01)","('ForeignWorker', 0.01)","('HasCoapplicant', 0.02)","('HasTelephone', 0.08)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.11)","('LoanDuration', 0.07)","('LoanRateAsPercentOfIncome', 0.02)","('MissedPayments', 0.01)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.03)","('OtherLoansAtBank', 0.03)","('OwnsHouse', 0.03)","('SavingsAccountBalance_geq_500', 0.03)","('SavingsAccountBalance_lt_100', 0.03)","('Single', 0.23)","('YearsAtCurrentHome', 0.04)","('YearsAtCurrentJob_geq_1_lt_4', 0.04)","('YearsAtCurrentJob_geq_4', 0.03)","('YearsAtCurrentJob_lt_1', 0.01)"
