1,"('age', 0.23624595469255663)","('length_of_stay', 0.08576051779935275)","('priors_count', 0.07605177993527508)","('race', 0.4627831715210356)","('two_year_recid', 0.019417475728155338)","('unrelated_column_one', 0.09061488673139159)","('unrelated_column_two', 0.02912621359223301)"
2,"('Nothing shown', 0.0048543689320388345)","('age', 0.21197411003236247)","('c_charge_degree_F', 0.0016181229773462784)","('c_charge_degree_M', 0.003236245954692557)","('length_of_stay', 0.16666666666666666)","('priors_count', 0.15857605177993528)","('race', 0.07766990291262135)","('sex_Female', 0.011326860841423949)","('sex_Male', 0.0016181229773462784)","('two_year_recid', 0.040453074433656956)","('unrelated_column_one', 0.28317152103559873)","('unrelated_column_two', 0.038834951456310676)"
3,"('Nothing shown', 0.019417475728155338)","('age', 0.2087378640776699)","('c_charge_degree_F', 0.009708737864077669)","('c_charge_degree_M', 0.024271844660194174)","('length_of_stay', 0.2087378640776699)","('priors_count', 0.17313915857605178)","('race', 0.042071197411003236)","('sex_Female', 0.008090614886731391)","('sex_Male', 0.01779935275080906)","('two_year_recid', 0.06957928802588997)","('unrelated_column_one', 0.14401294498381878)","('unrelated_column_two', 0.0744336569579288)"
