1,"('NumImmig numeric', 0.005)","('blackPerCap numeric', 0.045)","('medIncome numeric', 0.005)","('pctWRetire numeric', 0.03)","('racePctWhite numeric', 0.15)","('unrelated_column_one', 0.365)","('unrelated_column_two', 0.4)"
2,"('LemasSwFTPerPop numeric', 0.005)","('NumImmig numeric', 0.025)","('PctHousNoPhone numeric', 0.005)","('PctImmigRecent numeric', 0.005)","('TotalPctDiv numeric', 0.005)","('agePct16t24 numeric', 0.005)","('blackPerCap numeric', 0.06)","('medIncome numeric', 0.005)","('pctUrban numeric', 0.005)","('pctWRetire numeric', 0.05)","('pctWWage numeric', 0.005)","('perCapInc numeric', 0.005)","('racePctWhite numeric', 0.22)","('unrelated_column_one', 0.29)","('unrelated_column_two', 0.31)"
3,"('HispPerCap numeric', 0.005)","('HousVacant numeric', 0.005)","('MedOwnCostPctInc numeric', 0.005)","('MedOwnCostPctIncNoMtg numeric', 0.015)","('MedRent numeric', 0.01)","('MedRentPctHousInc numeric', 0.005)","('NumIlleg numeric', 0.005)","('NumImmig numeric', 0.03)","('NumUnderPov numeric', 0.005)","('OwnOccLowQuart numeric', 0.01)","('OwnOccMedVal numeric', 0.005)","('PctBornSameState numeric', 0.005)","('PctFam2Par numeric', 0.02)","('PctHousNoPhone numeric', 0.02)","('PctIlleg numeric', 0.005)","('PctImmigRec8 numeric', 0.005)","('PctImmigRecent numeric', 0.01)","('PctNotHSGrad numeric', 0.005)","('PctOccupManu numeric', 0.005)","('PctPopUnderPov numeric', 0.025)","('PctRecImmig8 numeric', 0.005)","('PctSpeakEnglOnly numeric', 0.01)","('PctTeen2Par numeric', 0.005)","('PctUnemployed numeric', 0.005)","('PctUsePubTrans numeric', 0.005)","('PctVacMore6Mos numeric', 0.005)","('PctYoungKids2Par numeric', 0.005)","('PersPerOwnOccHous numeric', 0.01)","('TotalPctDiv numeric', 0.005)","('agePct16t24 numeric', 0.005)","('agePct65up numeric', 0.01)","('blackPerCap numeric', 0.03)","('medFamInc numeric', 0.015)","('medIncome numeric', 0.06)","('numbUrban numeric', 0.005)","('pctUrban numeric', 0.01)","('pctWRetire numeric', 0.075)","('perCapInc numeric', 0.02)","('population numeric', 0.005)","('racePctWhite numeric', 0.17)","('racepctblack numeric', 0.005)","('unrelated_column_one', 0.18)","('unrelated_column_two', 0.15)","('whitePerCap numeric', 0.005)"
