1,"('unrelated_column_one', 0.515)","('unrelated_column_two', 0.485)"
2,"('NumImmig numeric', 0.08)","('PctUsePubTrans numeric', 0.005)","('population numeric', 0.005)","('racePctWhite numeric', 0.095)","('unrelated_column_one', 0.44)","('unrelated_column_two', 0.375)"
3,"('Nothing shown', 0.055)","('NumIlleg numeric', 0.01)","('NumImmig numeric', 0.155)","('NumUnderPov numeric', 0.01)","('PctBornSameState numeric', 0.02)","('PctForeignBorn numeric', 0.01)","('PctRecImmig8 numeric', 0.005)","('PctUsePubTrans numeric', 0.015)","('PersPerOccupHous numeric', 0.005)","('householdsize numeric', 0.01)","('pctUrban numeric', 0.015)","('pctWFarmSelf numeric', 0.005)","('population numeric', 0.01)","('racePctHisp numeric', 0.005)","('racePctWhite numeric', 0.575)","('unrelated_column_one', 0.03)","('unrelated_column_two', 0.065)"
