1,"('PctBornSameState numeric', 0.01)","('PctNotSpeakEnglWell numeric', 0.005)","('racePctWhite numeric', 0.66)","('unrelated_column_one', 0.18)","('unrelated_column_two', 0.145)"
2,"('PctRecImmig10 numeric', 0.065)","('racePctWhite numeric', 0.085)","('unrelated_column_one', 0.395)","('unrelated_column_two', 0.455)"
3,"('NumImmig numeric', 0.005)","('PctNotSpeakEnglWell numeric', 0.01)","('PctRecImmig10 numeric', 0.15)","('PctRecImmig5 numeric', 0.005)","('PctRecImmig8 numeric', 0.01)","('PctSameHouse85 numeric', 0.005)","('householdsize numeric', 0.005)","('pctUrban numeric', 0.01)","('racePctHisp numeric', 0.01)","('racePctWhite numeric', 0.2)","('unrelated_column_one', 0.28)","('unrelated_column_two', 0.31)"
