1,"('PctEmplManu numeric', 0.005)","('racePctWhite numeric', 0.18)","('unrelated_column_one', 0.37)","('unrelated_column_two', 0.445)"
2,"('numbUrban numeric', 0.005)","('pctUrban numeric', 0.01)","('racePctWhite numeric', 0.145)","('unrelated_column_one', 0.445)","('unrelated_column_two', 0.395)"
3,"('MedRentPctHousInc numeric', 0.005)","('MedYrHousBuilt numeric', 0.03)","('Nothing shown', 0.02)","('NumStreet numeric', 0.015)","('PctBornSameState numeric', 0.035)","('PctEmplManu numeric', 0.005)","('PctForeignBorn numeric', 0.015)","('PctImmigRec5 numeric', 0.005)","('PctRecImmig10 numeric', 0.005)","('PctSameState85 numeric', 0.01)","('agePct65up numeric', 0.01)","('numbUrban numeric', 0.01)","('pctUrban numeric', 0.09)","('pctWRetire numeric', 0.015)","('pctWSocSec numeric', 0.005)","('racePctWhite numeric', 0.395)","('unrelated_column_one', 0.18)","('unrelated_column_two', 0.15)"
