1,"('racePctWhite numeric', 0.025)","('unrelated_column_one', 0.975)"
2,"('MedOwnCostPctInc numeric', 0.005)","('Nothing shown', 0.03)","('NumIlleg numeric', 0.01)","('OwnOccHiQuart numeric', 0.015)","('OwnOccLowQuart numeric', 0.01)","('OwnOccMedVal numeric', 0.02)","('PctFam2Par numeric', 0.005)","('PctIlleg numeric', 0.01)","('PctKids2Par numeric', 0.01)","('PctRecImmig10 numeric', 0.01)","('PctRecImmig5 numeric', 0.01)","('PctRecImmig8 numeric', 0.01)","('PctSameHouse85 numeric', 0.005)","('PctYoungKids2Par numeric', 0.005)","('PersPerFam numeric', 0.01)","('PersPerOwnOccHous numeric', 0.005)","('RentMedian numeric', 0.01)","('medFamInc numeric', 0.01)","('racePctWhite numeric', 0.785)","('unrelated_column_one', 0.025)"
3,"('LemasSwornFT numeric', 0.005)","('MalePctDivorce numeric', 0.005)","('MedOwnCostPctInc numeric', 0.015)","('MedRent numeric', 0.045)","('MedRentPctHousInc numeric', 0.01)","('MedYrHousBuilt numeric', 0.005)","('Nothing shown', 0.175)","('NumIlleg numeric', 0.045)","('NumImmig numeric', 0.01)","('NumUnderPov numeric', 0.045)","('OwnOccHiQuart numeric', 0.02)","('OwnOccLowQuart numeric', 0.03)","('OwnOccMedVal numeric', 0.015)","('PctBSorMore numeric', 0.005)","('PctBornSameState numeric', 0.005)","('PctFam2Par numeric', 0.02)","('PctHousLess3BR numeric', 0.015)","('PctHousNoPhone numeric', 0.005)","('PctHousOwnOcc numeric', 0.005)","('PctIlleg numeric', 0.005)","('PctImmigRec8 numeric', 0.025)","('PctImmigRecent numeric', 0.005)","('PctKids2Par numeric', 0.025)","('PctLargHouseFam numeric', 0.005)","('PctLargHouseOccup numeric', 0.005)","('PctNotHSGrad numeric', 0.01)","('PctNotSpeakEnglWell numeric', 0.005)","('PctOccupManu numeric', 0.005)","('PctOccupMgmtProf numeric', 0.005)","('PctPersDenseHous numeric', 0.01)","('PctPersOwnOccup numeric', 0.01)","('PctPopUnderPov numeric', 0.03)","('PctRecImmig10 numeric', 0.015)","('PctRecImmig5 numeric', 0.02)","('PctRecImmig8 numeric', 0.025)","('PctRecentImmig numeric', 0.025)","('PctUnemployed numeric', 0.005)","('PctVacMore6Mos numeric', 0.005)","('PctVacantBoarded numeric', 0.005)","('PctYoungKids2Par numeric', 0.025)","('PersPerFam numeric', 0.005)","('PolicOperBudg numeric', 0.01)","('RentHighQ numeric', 0.02)","('RentMedian numeric', 0.01)","('TotalPctDiv numeric', 0.005)","('agePct12t21 numeric', 0.005)","('agePct65up numeric', 0.005)","('medFamInc numeric', 0.03)","('medIncome numeric', 0.05)","('numbUrban numeric', 0.005)","('pctWFarmSelf numeric', 0.005)","('pctWInvInc numeric', 0.01)","('pctWPubAsst numeric', 0.015)","('pctWSocSec numeric', 0.005)","('pctWWage numeric', 0.01)","('perCapInc numeric', 0.005)","('racePctAsian numeric', 0.005)","('racePctWhite numeric', 0.05)"
