1,"('LemasSwornFT numeric', 0.005)","('MedYrHousBuilt numeric', 0.02)","('PctBornSameState numeric', 0.105)","('PctForeignBorn numeric', 0.005)","('PctSameCity85 numeric', 0.005)","('PctSameState85 numeric', 0.01)","('numbUrban numeric', 0.005)","('pctUrban numeric', 0.105)","('racePctWhite numeric', 0.115)","('unrelated_column_one', 0.31)","('unrelated_column_two', 0.315)"
2,"('FemalePctDiv numeric', 0.01)","('LemasSwornFT numeric', 0.01)","('MalePctDivorce numeric', 0.005)","('MedOwnCostPctInc numeric', 0.005)","('MedYrHousBuilt numeric', 0.03)","('Nothing shown', 0.05)","('PctBornSameState numeric', 0.035)","('PctEmplManu numeric', 0.005)","('PctEmplProfServ numeric', 0.005)","('PctForeignBorn numeric', 0.025)","('PctSameState85 numeric', 0.01)","('PctUsePubTrans numeric', 0.005)","('PolicOperBudg numeric', 0.005)","('RentLowQ numeric', 0.005)","('TotalPctDiv numeric', 0.005)","('agePct65up numeric', 0.005)","('numbUrban numeric', 0.03)","('pctUrban numeric', 0.035)","('pctWRetire numeric', 0.005)","('racePctWhite numeric', 0.05)","('unrelated_column_one', 0.27)","('unrelated_column_two', 0.395)"
3,"('FemalePctDiv numeric', 0.02)","('LemasSwornFT numeric', 0.015)","('MalePctDivorce numeric', 0.005)","('MalePctNevMarr numeric', 0.005)","('MedNumBR numeric', 0.005)","('MedYrHousBuilt numeric', 0.06)","('Nothing shown', 0.13)","('NumIlleg numeric', 0.005)","('NumStreet numeric', 0.02)","('PctBornSameState numeric', 0.04)","('PctEmplManu numeric', 0.02)","('PctEmplProfServ numeric', 0.005)","('PctForeignBorn numeric', 0.025)","('PctNotSpeakEnglWell numeric', 0.005)","('PctRecImmig8 numeric', 0.005)","('PctSameState85 numeric', 0.025)","('PctSpeakEnglOnly numeric', 0.005)","('PctUnemployed numeric', 0.005)","('PctVacMore6Mos numeric', 0.01)","('PctWorkMomYoungKids numeric', 0.01)","('PersPerOccupHous numeric', 0.005)","('PersPerOwnOccHous numeric', 0.005)","('TotalPctDiv numeric', 0.01)","('agePct12t21 numeric', 0.005)","('agePct12t29 numeric', 0.005)","('agePct16t24 numeric', 0.005)","('numbUrban numeric', 0.04)","('pctUrban numeric', 0.135)","('pctWRetire numeric', 0.02)","('racePctWhite numeric', 0.16)","('unrelated_column_one', 0.11)","('unrelated_column_two', 0.08)"
