1,"('PctRecImmig10 numeric', 0.005)","('PctRecImmig8 numeric', 0.005)","('racePctWhite numeric', 0.645)","('unrelated_column_one', 0.345)"
2,"('Nothing shown', 0.035)","('PctBornSameState numeric', 0.015)","('PctForeignBorn numeric', 0.015)","('PctNotSpeakEnglWell numeric', 0.005)","('PctRecImmig10 numeric', 0.03)","('PctRecImmig5 numeric', 0.08)","('PctRecImmig8 numeric', 0.04)","('PctRecentImmig numeric', 0.015)","('PctSameState85 numeric', 0.005)","('PctVacMore6Mos numeric', 0.005)","('racePctWhite numeric', 0.25)","('unrelated_column_one', 0.505)"
3,"('HousVacant numeric', 0.005)","('MalePctNevMarr numeric', 0.005)","('MedOwnCostPctIncNoMtg numeric', 0.005)","('Nothing shown', 0.15)","('NumImmig numeric', 0.005)","('PctForeignBorn numeric', 0.04)","('PctHousOccup numeric', 0.005)","('PctImmigRec5 numeric', 0.005)","('PctNotSpeakEnglWell numeric', 0.075)","('PctOccupMgmtProf numeric', 0.01)","('PctPersDenseHous numeric', 0.01)","('PctRecImmig10 numeric', 0.135)","('PctRecImmig5 numeric', 0.105)","('PctRecImmig8 numeric', 0.125)","('PctRecentImmig numeric', 0.07)","('PctSameHouse85 numeric', 0.02)","('PctSameState85 numeric', 0.02)","('PctSpeakEnglOnly numeric', 0.015)","('PctUsePubTrans numeric', 0.01)","('PersPerFam numeric', 0.005)","('PersPerOccupHous numeric', 0.005)","('pctUrban numeric', 0.025)","('pctWInvInc numeric', 0.005)","('pctWPubAsst numeric', 0.005)","('racePctAsian numeric', 0.01)","('racePctHisp numeric', 0.02)","('racePctWhite numeric', 0.015)","('unrelated_column_one', 0.09)","('whitePerCap numeric', 0.005)"
