1,"('PctBSorMore numeric', 0.005)","('PctHousNoPhone numeric', 0.01)","('RentHighQ numeric', 0.005)","('racePctWhite numeric', 0.345)","('unrelated_column_one', 0.635)"
2,"('FemalePctDiv numeric', 0.005)","('Nothing shown', 0.05)","('NumImmig numeric', 0.005)","('PctBSorMore numeric', 0.005)","('PctEmplProfServ numeric', 0.005)","('PctEmploy numeric', 0.005)","('PctHousNoPhone numeric', 0.025)","('PctHousOwnOcc numeric', 0.005)","('PctOccupManu numeric', 0.02)","('PctOccupMgmtProf numeric', 0.005)","('PctSameState85 numeric', 0.005)","('PctVacMore6Mos numeric', 0.005)","('PersPerOccupHous numeric', 0.005)","('TotalPctDiv numeric', 0.01)","('medIncome numeric', 0.005)","('numbUrban numeric', 0.005)","('pctUrban numeric', 0.025)","('pctWWage numeric', 0.015)","('racePctWhite numeric', 0.45)","('unrelated_column_one', 0.345)"
3,"('FemalePctDiv numeric', 0.01)","('MalePctDivorce numeric', 0.005)","('MedOwnCostPctInc numeric', 0.015)","('MedRent numeric', 0.065)","('MedYrHousBuilt numeric', 0.01)","('Nothing shown', 0.135)","('NumIlleg numeric', 0.005)","('NumImmig numeric', 0.005)","('NumStreet numeric', 0.02)","('OwnOccHiQuart numeric', 0.025)","('OwnOccLowQuart numeric', 0.02)","('OwnOccMedVal numeric', 0.02)","('PctBSorMore numeric', 0.005)","('PctBornSameState numeric', 0.005)","('PctEmplManu numeric', 0.015)","('PctEmploy numeric', 0.015)","('PctFam2Par numeric', 0.01)","('PctForeignBorn numeric', 0.01)","('PctHousNoPhone numeric', 0.075)","('PctHousOwnOcc numeric', 0.005)","('PctNotHSGrad numeric', 0.005)","('PctOccupManu numeric', 0.035)","('PctOccupMgmtProf numeric', 0.025)","('PctPopUnderPov numeric', 0.01)","('PctSameState85 numeric', 0.005)","('PctTeen2Par numeric', 0.005)","('PctUnemployed numeric', 0.005)","('RentHighQ numeric', 0.03)","('RentMedian numeric', 0.005)","('TotalPctDiv numeric', 0.01)","('agePct65up numeric', 0.005)","('householdsize numeric', 0.005)","('medFamInc numeric', 0.04)","('medIncome numeric', 0.095)","('numbUrban numeric', 0.015)","('pctUrban numeric', 0.09)","('pctWFarmSelf numeric', 0.005)","('pctWInvInc numeric', 0.01)","('pctWPubAsst numeric', 0.005)","('pctWRetire numeric', 0.005)","('pctWSocSec numeric', 0.005)","('pctWWage numeric', 0.015)","('racePctWhite numeric', 0.07)","('unrelated_column_one', 0.015)","('whitePerCap numeric', 0.01)"
