1,"('Gender', 1.0)"
2,"('Age', 0.28)","('LoanDuration', 0.67)","('OtherLoansAtBank', 0.03)","('YearsAtCurrentHome', 0.02)"
3,"('Age', 0.53)","('LoanDuration', 0.24)","('LoanRateAsPercentOfIncome', 0.01)","('OtherLoansAtBank', 0.1)","('SavingsAccountBalance_geq_500', 0.03)","('YearsAtCurrentHome', 0.09)"
