1,"('Gender', 1.0)"
2,"('Age', 0.41)","('LoanDuration', 0.14)","('Single', 0.45)"
3,"('Age', 0.23)","('ForeignWorker', 0.09)","('LoanDuration', 0.23)","('Single', 0.45)"
