1,"('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.01)","('HasTelephone', 0.02)","('LoanRateAsPercentOfIncome', 0.07)","('Nothing shown', 0.7)","('NumberOfLiableIndividuals', 0.04)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.01)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('SavingsAccountBalance_lt_100', 0.03)","('YearsAtCurrentHome', 0.07)","('YearsAtCurrentJob_lt_1', 0.02)"
2,"('Age', 0.03)","('CheckingAccountBalance_geq_0_lt_200', 0.05)","('CheckingAccountBalance_lt_0', 0.02)","('HasTelephone', 0.01)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.06)","('Nothing shown', 0.7)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('SavingsAccountBalance_geq_500', 0.04)","('SavingsAccountBalance_lt_100', 0.01)","('Single', 0.02)","('YearsAtCurrentHome', 0.02)","('YearsAtCurrentJob_lt_1', 0.01)"
3,"('Age', 0.03)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_geq_200', 0.01)","('CheckingAccountBalance_lt_0', 0.04)","('Gender', 0.01)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.02)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.02)","('NoCurrentLoan', 0.01)","('Nothing shown', 0.7)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('SavingsAccountBalance_lt_100', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob_geq_4', 0.03)","('YearsAtCurrentJob_lt_1', 0.01)"
