1,"('Age', 0.08)","('Gender', 0.92)"
2,"('Age', 0.09)","('Gender', 0.08)","('LoanDuration', 0.23)","('LoanRateAsPercentOfIncome', 0.6)"
3,"('Age', 0.31)","('LoanDuration', 0.31)","('LoanRateAsPercentOfIncome', 0.34)","('NoCurrentLoan', 0.03)","('YearsAtCurrentHome', 0.01)"
