1,"('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.01)","('HasTelephone', 0.01)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.08)","('Nothing shown', 0.72)","('NumberOfLiableIndividuals', 0.04)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('OwnsHouse', 0.01)","('SavingsAccountBalance_geq_500', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob_geq_4', 0.01)","('YearsAtCurrentJob_lt_1', 0.02)"
2,"('Age', 0.04)","('CheckingAccountBalance_geq_0_lt_200', 0.05)","('CheckingAccountBalance_lt_0', 0.02)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.05)","('Nothing shown', 0.72)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('SavingsAccountBalance_geq_500', 0.01)","('SavingsAccountBalance_lt_100', 0.02)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_lt_1', 0.03)"
3,"('Age', 0.03)","('CheckingAccountBalance_geq_0_lt_200', 0.02)","('CheckingAccountBalance_geq_200', 0.01)","('CheckingAccountBalance_lt_0', 0.05)","('Gender', 0.01)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.03)","('NoCurrentLoan', 0.01)","('Nothing shown', 0.72)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('SavingsAccountBalance_geq_500', 0.01)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.02)"
