1,"('Age', 0.12)","('LoanDuration', 0.11)","('LoanRateAsPercentOfIncome', 0.77)"
2,"('Age', 0.05)","('Gender', 0.68)","('LoanDuration', 0.07)","('LoanRateAsPercentOfIncome', 0.2)"
3,"('Age', 0.39)","('Gender', 0.29)","('LoanDuration', 0.25)","('LoanRateAsPercentOfIncome', 0.03)","('NoCurrentLoan', 0.01)","('SavingsAccountBalance_geq_500', 0.03)"
