1,"('LoanRateAsPercentOfIncome', 1.0)"
2,"('Age', 0.1)","('CheckingAccountBalance', 0.05)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.18)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.05)","('LoanDuration', 0.03)","('Nothing shown', 0.33)","('SavingsAccountBalance', 0.03)","('Single', 0.04)","('Unemployed', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob', 0.1)"
3,"('Age', 0.06)","('CheckingAccountBalance', 0.02)","('Gender', 0.03)","('HasGuarantor', 0.01)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.04)","('LoanAmount', 0.02)","('LoanDuration', 0.08)","('MissedPayments', 0.01)","('NoCurrentLoan', 0.01)","('Nothing shown', 0.4)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.04)","('OwnsHouse', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.03)","('Single', 0.12)","('YearsAtCurrentHome', 0.04)","('YearsAtCurrentJob', 0.03)"
