1,"('LoanRateAsPercentOfIncome', 1.0)"
2,"('Age', 0.1)","('CheckingAccountBalance', 0.04)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.14)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.01)","('LoanDuration', 0.05)","('NoCurrentLoan', 0.02)","('Nothing shown', 0.32)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.02)","('SavingsAccountBalance', 0.04)","('Single', 0.1)","('Unemployed', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob', 0.06)"
3,"('Age', 0.03)","('CheckingAccountBalance', 0.02)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.04)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.05)","('LoanDuration', 0.08)","('MissedPayments', 0.02)","('NoCurrentLoan', 0.01)","('Nothing shown', 0.34)","('NumberOfLiableIndividuals', 0.01)","('OtherLoansAtBank', 0.02)","('OwnsHouse', 0.04)","('RentsHouse', 0.03)","('SavingsAccountBalance', 0.02)","('Single', 0.15)","('YearsAtCurrentHome', 0.02)","('YearsAtCurrentJob', 0.06)"
