1,"('CriticalAccountOrLoansElsewhere', 0.01)","('LoanRateAsPercentOfIncome', 0.97)","('NoCurrentLoan', 0.01)","('OwnsHouse', 0.01)"
2,"('Age', 0.04)","('CheckingAccountBalance', 0.05)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.06)","('HasGuarantor', 0.01)","('HasTelephone', 0.02)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.02)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.01)","('MissedPayments', 0.01)","('Nothing shown', 0.54)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.03)","('OwnsHouse', 0.01)","('RentsHouse', 0.02)","('SavingsAccountBalance', 0.03)","('Single', 0.04)","('YearsAtCurrentHome', 0.02)","('YearsAtCurrentJob', 0.04)"
3,"('Age', 0.06)","('CheckingAccountBalance', 0.02)","('CriticalAccountOrLoansElsewhere', 0.05)","('Gender', 0.01)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.06)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.01)","('MissedPayments', 0.01)","('Nothing shown', 0.6)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.03)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.01)","('Single', 0.03)","('YearsAtCurrentJob', 0.04)"
