1,"('Age', 0.05)","('CheckingAccountBalance', 0.02)","('CriticalAccountOrLoansElsewhere', 0.11)","('Gender', 0.05)","('HasCoapplicant', 0.01)","('HasTelephone', 0.18)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.06)","('LoanDuration', 0.05)","('LoanRateAsPercentOfIncome', 0.35)","('MissedPayments', 0.02)","('Nothing shown', 0.01)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('Single', 0.02)","('YearsAtCurrentJob', 0.04)"
2,"('Age', 0.02)","('CheckingAccountBalance', 0.04)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.04)","('HasGuarantor', 0.01)","('HasTelephone', 0.16)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.09)","('LoanDuration', 0.1)","('LoanRateAsPercentOfIncome', 0.03)","('MissedPayments', 0.01)","('NoCurrentLoan', 0.02)","('Nothing shown', 0.14)","('NumberOfLiableIndividuals', 0.02)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('OwnsHouse', 0.03)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.01)","('Single', 0.11)","('Unemployed', 0.01)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob', 0.06)"
3,"('Age', 0.04)","('CheckingAccountBalance', 0.01)","('CriticalAccountOrLoansElsewhere', 0.03)","('Gender', 0.03)","('HasGuarantor', 0.01)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.03)","('LoanAmount', 0.11)","('LoanDuration', 0.11)","('LoanRateAsPercentOfIncome', 0.02)","('NoCurrentLoan', 0.01)","('Nothing shown', 0.28)","('NumberOfLiableIndividuals', 0.02)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.04)","('RentsHouse', 0.03)","('SavingsAccountBalance', 0.04)","('Single', 0.06)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob', 0.04)"
