1,"('Age', 0.04)","('CheckingAccountBalance', 0.01)","('Gender', 0.28)","('LoanAmount', 0.01)","('LoanDuration', 0.04)","('LoanRateAsPercentOfIncome', 0.59)","('SavingsAccountBalance', 0.01)","('YearsAtCurrentHome', 0.02)"
2,"('Age', 0.14)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.32)","('LoanAmount', 0.15)","('LoanDuration', 0.01)","('LoanRateAsPercentOfIncome', 0.26)","('NumberOfLiableIndividuals', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob', 0.02)"
3,"('Age', 0.12)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.24)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.06)","('LoanDuration', 0.08)","('LoanRateAsPercentOfIncome', 0.01)","('MissedPayments', 0.01)","('NoCurrentLoan', 0.01)","('NumberOfLiableIndividuals', 0.01)","('OwnsHouse', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.1)","('Single', 0.14)","('YearsAtCurrentHome', 0.09)","('YearsAtCurrentJob', 0.08)"
