1,"('Gender', 0.75)","('LoanRateAsPercentOfIncome', 0.21)","('MissedPayments', 0.04)"
2,"('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.22)","('JobClassIsSkilled', 0.11)","('LoanRateAsPercentOfIncome', 0.52)","('MissedPayments', 0.01)","('OwnsHouse', 0.05)","('Single', 0.08)"
3,"('Age', 0.01)","('JobClassIsSkilled', 0.23)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.07)","('MissedPayments', 0.04)","('OwnsHouse', 0.09)","('Single', 0.52)","('YearsAtCurrentJob', 0.01)"
