1,"('LoanRateAsPercentOfIncome', 1.0)"
2,"('Age', 0.02)","('CheckingAccountBalance', 0.02)","('Gender', 0.24)","('HasCoapplicant', 0.01)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.03)","('LoanAmount', 0.07)","('LoanDuration', 0.07)","('Nothing shown', 0.26)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.05)","('OtherLoansAtBank', 0.05)","('SavingsAccountBalance', 0.01)","('Single', 0.06)","('YearsAtCurrentHome', 0.07)","('YearsAtCurrentJob', 0.07)"
3,"('Age', 0.06)","('CheckingAccountBalance', 0.01)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.02)","('HasCoapplicant', 0.01)","('HasTelephone', 0.02)","('LoanAmount', 0.09)","('LoanDuration', 0.04)","('MissedPayments', 0.02)","('Nothing shown', 0.3)","('NumberOfOtherLoansAtBank', 0.03)","('OtherLoansAtBank', 0.04)","('OwnsHouse', 0.01)","('SavingsAccountBalance', 0.03)","('Single', 0.21)","('YearsAtCurrentHome', 0.06)","('YearsAtCurrentJob', 0.07)"
