1,"('Age', 0.01)","('CheckingAccountBalance_geq_0_lt_200', 0.01)","('LoanRateAsPercentOfIncome', 0.96)","('Single', 0.01)","('YearsAtCurrentJob_geq_4', 0.01)"
2,"('Age', 0.03)","('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.05)","('HasTelephone', 0.01)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.01)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.01)","('Nothing shown', 0.43)","('Single', 0.01)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_geq_4', 0.39)"
3,"('Age', 0.07)","('CheckingAccountBalance_lt_0', 0.01)","('CriticalAccountOrLoansElsewhere', 0.01)","('HasGuarantor', 0.01)","('JobClassIsSkilled', 0.02)","('LoanAmount', 0.05)","('LoanDuration', 0.05)","('LoanRateAsPercentOfIncome', 0.01)","('Nothing shown', 0.6)","('NumberOfLiableIndividuals', 0.01)","('OwnsHouse', 0.02)","('RentsHouse', 0.01)","('SavingsAccountBalance_lt_100', 0.02)","('Single', 0.06)","('YearsAtCurrentHome', 0.02)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.01)"
