1,"('Age', 0.04)","('CheckingAccountBalance', 0.01)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.17)","('LoanAmount', 0.01)","('LoanDuration', 0.04)","('LoanRateAsPercentOfIncome', 0.63)","('MissedPayments', 0.01)","('NumberOfLiableIndividuals', 0.01)","('OwnsHouse', 0.01)","('SavingsAccountBalance', 0.01)","('YearsAtCurrentHome', 0.04)"
2,"('Age', 0.06)","('CriticalAccountOrLoansElsewhere', 0.03)","('Gender', 0.51)","('LoanAmount', 0.09)","('LoanRateAsPercentOfIncome', 0.22)","('Nothing shown', 0.01)","('SavingsAccountBalance', 0.01)","('YearsAtCurrentHome', 0.06)","('YearsAtCurrentJob', 0.01)"
3,"('Age', 0.11)","('CriticalAccountOrLoansElsewhere', 0.06)","('Gender', 0.06)","('HasTelephone', 0.03)","('LoanAmount', 0.14)","('LoanDuration', 0.09)","('Nothing shown', 0.04)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance', 0.08)","('Single', 0.17)","('YearsAtCurrentHome', 0.11)","('YearsAtCurrentJob', 0.08)"
