1,"('Age', 0.01)","('CheckingAccountBalance', 0.02)","('CriticalAccountOrLoansElsewhere', 0.02)","('Gender', 0.08)","('HasTelephone', 0.02)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.02)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.46)","('MissedPayments', 0.01)","('Nothing shown', 0.17)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('SavingsAccountBalance', 0.01)","('Single', 0.02)","('YearsAtCurrentHome', 0.06)","('YearsAtCurrentJob', 0.03)"
2,"('Age', 0.04)","('CheckingAccountBalance', 0.02)","('CriticalAccountOrLoansElsewhere', 0.03)","('Gender', 0.03)","('HasTelephone', 0.03)","('LoanAmount', 0.05)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.1)","('Nothing shown', 0.51)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.02)","('OtherLoansAtBank', 0.02)","('SavingsAccountBalance', 0.01)","('Single', 0.03)","('YearsAtCurrentHome', 0.07)","('YearsAtCurrentJob', 0.03)"
3,"('Age', 0.05)","('CheckingAccountBalance', 0.01)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.01)","('HasCoapplicant', 0.01)","('HasTelephone', 0.04)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.08)","('LoanDuration', 0.05)","('LoanRateAsPercentOfIncome', 0.08)","('Nothing shown', 0.52)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('OwnsHouse', 0.01)","('Single', 0.03)","('YearsAtCurrentHome', 0.04)","('YearsAtCurrentJob', 0.03)"
