1,"('Age', 0.02)","('Gender', 0.1)","('LoanDuration', 0.03)","('LoanRateAsPercentOfIncome', 0.72)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.01)","('YearsAtCurrentHome', 0.04)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_geq_4', 0.05)","('YearsAtCurrentJob_lt_1', 0.02)"
2,"('Age', 0.12)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.14)","('HasTelephone', 0.03)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.01)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.13)","('Nothing shown', 0.41)","('OwnsHouse', 0.01)","('SavingsAccountBalance_lt_100', 0.01)","('Single', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_geq_4', 0.03)"
3,"('Age', 0.13)","('CheckingAccountBalance_geq_200', 0.01)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.02)","('HasTelephone', 0.01)","('LoanAmount', 0.08)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.02)","('Nothing shown', 0.45)","('NumberOfOtherLoansAtBank', 0.01)","('OtherLoansAtBank', 0.02)","('OwnsHouse', 0.01)","('RentsHouse', 0.01)","('SavingsAccountBalance_geq_500', 0.01)","('SavingsAccountBalance_lt_100', 0.02)","('Single', 0.04)","('YearsAtCurrentHome', 0.07)","('YearsAtCurrentJob_geq_1_lt_4', 0.02)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.03)"
