1,"('CheckingAccountBalance_geq_0_lt_200', 0.01)","('CheckingAccountBalance_lt_0', 0.01)","('Gender', 0.04)","('JobClassIsSkilled', 0.01)","('LoanRateAsPercentOfIncome', 0.89)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('YearsAtCurrentHome', 0.03)"
2,"('Age', 0.07)","('CriticalAccountOrLoansElsewhere', 0.01)","('Gender', 0.05)","('HasCoapplicant', 0.01)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.03)","('LoanDuration', 0.02)","('LoanRateAsPercentOfIncome', 0.08)","('Nothing shown', 0.56)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.05)","('OtherLoansAtBank', 0.05)","('SavingsAccountBalance_lt_100', 0.01)","('Single', 0.02)","('YearsAtCurrentHome', 0.03)","('YearsAtCurrentJob_geq_1_lt_4', 0.01)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.01)"
3,"('Age', 0.06)","('CriticalAccountOrLoansElsewhere', 0.03)","('Gender', 0.03)","('HasTelephone', 0.02)","('JobClassIsSkilled', 0.01)","('LoanAmount', 0.06)","('LoanDuration', 0.03)","('MissedPayments', 0.01)","('Nothing shown', 0.57)","('NumberOfLiableIndividuals', 0.01)","('NumberOfOtherLoansAtBank', 0.04)","('OtherLoansAtBank', 0.05)","('OwnsHouse', 0.02)","('SavingsAccountBalance_geq_100_lt_500', 0.01)","('Single', 0.01)","('YearsAtCurrentHome', 0.05)","('YearsAtCurrentJob_geq_4', 0.02)","('YearsAtCurrentJob_lt_1', 0.01)"
