var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,avg_var,n_samples,delta_phi_1,delta_phi_2,delta_phi_3,delta_phi_4,delta_phi_5,delta_phi_6,delta_phi_7,delta_phi_8,delta_phi_9,delta_phi_10,delta_phi_11,error,time
0.019599999999999996,0.0,0.019599999999999996,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.005345454545454545,3902,-0.03218168468199455,-0.002736832948813471,0.046293598896607197,0.0,-0.011375074343335527,0.0,0.0,0.0,0.0,0.0,0.0,0.008417017351886432,0.3168313503265381
0.24840000000000007,0.0,0.21760000000000002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05054545454545455,36891,-0.0954305251475836,0.0,0.05923799264199997,0.03619256674603846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017351007685056548,1.3583776950836182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00667572914624253,-0.004419418855301628,0.033099039536556754,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231776216410358,0.15966582298278809
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0028860184202922703,0.0008557379532791896,0.03041935674373824,-0.004419418855301628,-0.00019505217838642567,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.0016775049250278276,-0.004419418855301628,-0.004419418855301628,0.005686380304775793,0.15451979637145996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04419418754118368,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035306917654542,0.1563103199005127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01597009645571739,0.00015927534704628273,0.019225981430843045,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.006428245825092704,0.1506972312927246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04419418261587832,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035306469899509,0.1525871753692627
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.04419414801521732,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035303324384872,0.1545732021331787
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.012677922216978686,0.0017510020884647865,0.0462822741766841,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008733322665867328,0.1755685806274414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.0441941889365584,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.00803530704450679,0.16559243202209473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13787254888454448,-0.022914447111838994,-0.07960274587753449,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.02506773570148463,0.15415549278259277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.021709718911426097,-0.004419418855301628,0.06353963009461772,-0.006474567264700857,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.0115526606466507,0.15060067176818848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.007764736616287951,-0.004419418855301628,0.033237967538706274,-0.004419418855301628,-0.004419418855301628,-0.00564734571742315,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007455036428620946,0.1516554355621338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.030205035457608158,-0.0060879702041592145,0.07164835056440193,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.013026973369871119,0.1515941619873047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04526672838570394,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.005491947364831034,0.00823031322256815,0.15112876892089844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01185341489560166,-0.004419418855301628,0.028678246003624987,-0.005452193048427407,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004143538695727712,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.0073693931482266516,0.17233943939208984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,0.002384351411044574,0.03920027736290643,-0.006229277861743527,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.00756084158891887,0.16755151748657227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,0.002772662983323634,0.03700210566390468,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231776213176635,0.15767645835876465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,0.0018962976627089276,0.037878456582469675,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.0072317749038993875,0.1541748046875
0.03840000000000001,0.0,0.019599999999999992,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,7591,0.014884338709634168,-0.00628002659278371,-0.020550218063670286,0.01727096324858796,-0.005324995581412862,0.0,0.0,0.0,0.0,0.0,0.0,0.005846412926917181,0.3531627655029297
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04594193378993652,-0.0061671692733686855,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008353079341910898,0.15217876434326172
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.03652983827622656,-0.004419418855301628,0.07788467751455529,-0.004419418855301628,-0.0059994882738599944,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.014160850446095895,0.17852568626403809
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015428084119565607,-0.004419418855301628,0.024346680813793035,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231775875552118,0.1765272617340088
0.0736,0.0,0.03840000000000001,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.011963636363636366,8732,-0.026196464828247275,0.0,0.05653996021286952,0.0,0.0,-0.028919284218104666,0.0,0.0,-0.0014241943228118319,0.0,0.0,0.0102799912347303,0.3882606029510498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01236261691490653,-0.004419418855301628,0.028166617705617195,-0.004419418855301628,-0.0051738812654921525,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007368951520766265,0.15639805793762207
0.09,0.056400000000000006,0.0736,0.2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404,29486,0.05876619973606993,-0.027035938536925527,-0.07748043702778985,0.06925085986752372,-0.0235006682476878,0.0,0.0,0.0,0.0,0.0,0.0,0.023275827583272436,1.0788626670837402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.03610952702186761,0.0036652642319852085,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231778268324315,0.15259361267089844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04419418321851157,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.00803530652468435,0.14940619468688965
0.10559999999999999,0.0,0.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0236,17225,-0.03395368455257078,0.0,0.033420766197736373,-0.00375125173233048,0.0,0.0,0.0,0.0,0.0,0.004284154970043626,0.0,0.006855441586607388,0.7283046245574951
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.015276831546800653,-0.0063090940326666475,0.05447322109301056,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.0019513608724434001,-0.004419418855301628,0.009904221775639334,0.1585402488708496
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04419418042301498,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035306270548296,0.15453004837036133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,0.0441941493326075,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035303444147617,0.1576213836669922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015936060892305558,-0.004419418855301628,0.023838708298400117,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231776262583666,0.15819406509399414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0007927023375900516,-0.004419418855301628,0.03424212824431215,-0.004419418855301628,-0.00010035501396895002,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.0024131340481535115,-0.004419418855301628,0.006225841057376005,0.20545196533203125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.03856866029874074,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.001206109923950989,-0.004419418855301628,-0.004419418855301628,0.007231776356400579,0.15401983261108398
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.006793505493362507,-0.004419418855301628,0.04139657833205456,-0.004419418855301628,0.0013351650061021753,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.005002308048078131,0.007769408078791707,0.1715409755706787
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.04621335233622367,-0.006438588110329336,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008402428194933424,0.1639847755432129
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.02310039900836966,-0.004419418855301628,0.06284925620949733,-0.006910804619884702,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.0019021223697975528,-0.004419418855301628,0.011427137654060058,0.22041034698486328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.03709678070872931,-0.004419418855301628,0.0026779782965105203,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.007231775336632227,0.25531768798828125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.004419418855301628,-0.004419418855301628,0.044194186843726384,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,0.008035306854249333,0.22439908981323242
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015546250059588965,-0.004419418855301628,0.022421580407638197,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.004419418855301628,-0.0026124784687233055,-0.004419418855301628,0.006903241798033046,0.19551420211791992
